fars,distance_fars,finger_tops,distance_fingers_top,img,gesture
"[(0.3902439024390244, 0.4029126213592233), (0, 0), (0, 0), (0, 0)]","[0.2717892124788855, 0, 0, 0]","[(0.4959349593495935, 0.10679611650485436), (0.9024390243902439, 0.47572815533980584), (0, 0), (0, 0), (0, 0)]","[0.46632667106482156, 0.6125389608450323, 0, 0, 0]",img_2302.png,1
"[(0.5021834061135371, 0.378698224852071), (0, 0), (0, 0), (0, 0)]","[0.39139972956366625, 0, 0, 0]","[(0.5240174672489083, 0.08284023668639054), (0.8820960698689956, 0.28994082840236685), (0, 0), (0, 0), (0, 0)]","[0.5326782146321504, 0.6772500920764792, 0, 0, 0]",img_2785.png,1
"[(0.36312849162011174, 0.43636363636363634), (0, 0), (0, 0), (0, 0)]","[0.2507034614027948, 0, 0, 0]","[(0.4022346368715084, 0.14545454545454545), (0.8659217877094972, 0.36363636363636365), (0, 0), (0, 0), (0, 0)]","[0.4379648173662272, 0.5731509468687997, 0, 0, 0]",img_2244.png,1
"[(0.38509316770186336, 0.4413793103448276), (0, 0), (0, 0), (0, 0)]","[0.2223026783638392, 0, 0, 0]","[(0.4409937888198758, 0.1724137931034483), (0.8509316770186336, 0.5379310344827586), (0, 0), (0, 0), (0, 0)]","[0.39449412214346463, 0.5041682855159951, 0, 0, 0]",img_494.png,1
"[(0.13013698630136986, 0.27380952380952384), (0, 0), (0, 0), (0, 0)]","[0.08723538336836212, 0, 0, 0]","[(0.0136986301369863, 0.32142857142857145), (0.2191780821917808, 0.5476190476190477), (0, 0), (0, 0), (0, 0)]","[0.16568815161314895, 0.27870164401862413, 0, 0, 0]",img_1455.png,1
"[(0.35877862595419846, 0.47019867549668876), (0, 0), (0, 0), (0, 0)]","[0.25031884977009367, 0, 0, 0]","[(0.7557251908396947, 0.16556291390728478), (0.19083969465648856, 0.2251655629139073), (0, 0), (0, 0), (0, 0)]","[0.5509885742812995, 0.4465584437915551, 0, 0, 0]",img_551.png,1
"[(0.3954802259887006, 0.4228187919463087), (0, 0), (0, 0), (0, 0)]","[0.2904546575438619, 0, 0, 0]","[(0.4971751412429379, 0.174496644295302), (0.8418079096045198, 0.6577181208053692), (0, 0), (0, 0), (0, 0)]","[0.4664135133948227, 0.5208523098853179, 0, 0, 0]",img_1253.png,1
"[(0.35795454545454547, 0.43558282208588955), (0, 0), (0, 0), (0, 0)]","[0.24973702390802072, 0, 0, 0]","[(0.39204545454545453, 0.1411042944785276), (0.8636363636363636, 0.3496932515337423), (0, 0), (0, 0), (0, 0)]","[0.43968961951402125, 0.5743072606293677, 0, 0, 0]",img_2042.png,1
"[(0.375, 0.45384615384615384), (0, 0), (0, 0), (0, 0)]","[0.20618556701030927, 0, 0, 0]","[(0.4027777777777778, 0.18461538461538463), (0.8263888888888888, 0.4461538461538462), (0, 0), (0, 0), (0, 0)]","[0.3743063162810739, 0.48928360721997055, 0, 0, 0]",img_840.png,1
"[(0.4, 0.41317365269461076), (0, 0), (0, 0), (0, 0)]","[0.24098232550896256, 0, 0, 0]","[(0.48947368421052634, 0.1437125748502994), (0.8789473684210526, 0.46706586826347307), (0, 0), (0, 0), (0, 0)]","[0.41825389081216596, 0.5552785291620328, 0, 0, 0]",img_2199.png,1
"[(0.6285714285714286, 0.4420289855072464), (0, 0), (0, 0), (0, 0)]","[0.32128539322896016, 0, 0, 0]","[(0.7357142857142858, 0.21739130434782608), (0.9857142857142858, 0.5), (0, 0), (0, 0), (0, 0)]","[0.4680286560630455, 0.5561570195273337, 0, 0, 0]",img_071.png,1
"[(0.36231884057971014, 0.4375), (0, 0), (0, 0), (0, 0)]","[0.19155714611589983, 0, 0, 0]","[(0.37681159420289856, 0.1875), (0.7971014492753623, 0.40625), (0, 0), (0, 0), (0, 0)]","[0.3495186128058893, 0.4618199145881627, 0, 0, 0]",img_196.png,1
"[(0.36231884057971014, 0.4375), (0, 0), (0, 0), (0, 0)]","[0.19155714611589983, 0, 0, 0]","[(0.37681159420289856, 0.1875), (0.7971014492753623, 0.40625), (0, 0), (0, 0), (0, 0)]","[0.3495186128058893, 0.4618199145881627, 0, 0, 0]",img_1976.png,1
"[(0.34355828220858897, 0.44516129032258067), (0, 0), (0, 0), (0, 0)]","[0.2327582104921926, 0, 0, 0]","[(0.3496932515337423, 0.15483870967741936), (0.8404907975460123, 0.2903225806451613), (0, 0), (0, 0), (0, 0)]","[0.4207574156006507, 0.564739850328658, 0, 0, 0]",img_1693.png,1
"[(0.34355828220858897, 0.44516129032258067), (0, 0), (0, 0), (0, 0)]","[0.2327582104921926, 0, 0, 0]","[(0.3496932515337423, 0.15483870967741936), (0.8404907975460123, 0.2903225806451613), (0, 0), (0, 0), (0, 0)]","[0.4207574156006507, 0.564739850328658, 0, 0, 0]",img_1503.png,1
"[(0.4144736842105263, 0.44029850746268656), (0, 0), (0, 0), (0, 0)]","[0.21680494419764415, 0, 0, 0]","[(0.46710526315789475, 0.1791044776119403), (0.8289473684210527, 0.5373134328358209), (0, 0), (0, 0), (0, 0)]","[0.37509537673286664, 0.48029865688461293, 0, 0, 0]",img_787.png,1
"[(0.42487046632124353, 0.4171779141104294), (0, 0), (0, 0), (0, 0)]","[0.2526304002912884, 0, 0, 0]","[(0.5181347150259067, 0.147239263803681), (0.8704663212435233, 0.49079754601226994), (0, 0), (0, 0), (0, 0)]","[0.42377922405116736, 0.5551617618131091, 0, 0, 0]",img_2015.png,1
"[(0.42162162162162165, 0.3974358974358974), (0, 0), (0, 0), (0, 0)]","[0.22757888381421132, 0, 0, 0]","[(0.5675675675675675, 0.16666666666666666), (0.8702702702702703, 0.5897435897435898), (0, 0), (0, 0), (0, 0)]","[0.4047581618495824, 0.5414781113829179, 0, 0, 0]",img_1052.png,1
"[(0.40522875816993464, 0.47333333333333333), (0, 0), (0, 0), (0, 0)]","[0.2546481355944485, 0, 0, 0]","[(0.803921568627451, 0.14666666666666667), (0.27450980392156865, 0.17333333333333334), (0, 0), (0, 0), (0, 0)]","[0.6054527257473185, 0.43910844150216716, 0, 0, 0]",img_1281.png,1
"[(0.39080459770114945, 0.445859872611465), (0, 0), (0, 0), (0, 0)]","[0.23541671282104537, 0, 0, 0]","[(0.41379310344827586, 0.15286624203821655), (0.8448275862068966, 0.37579617834394907), (0, 0), (0, 0), (0, 0)]","[0.4083783443062522, 0.544597331964364, 0, 0, 0]",img_1671.png,1
"[(0.5621301775147929, 0.45652173913043476), (0, 0), (0, 0), (0, 0)]","[0.3546915741926737, 0, 0, 0]","[(0.6568047337278107, 0.21014492753623187), (0.9763313609467456, 0.6231884057971014), (0, 0), (0, 0), (0, 0)]","[0.5090711642470324, 0.6248369181205625, 0, 0, 0]",img_497.png,1
"[(0.39520958083832336, 0.4675324675324675), (0, 0), (0, 0), (0, 0)]","[0.24350889057441036, 0, 0, 0]","[(0.3652694610778443, 0.15584415584415584), (0.844311377245509, 0.2987012987012987), (0, 0), (0, 0), (0, 0)]","[0.41902716053192, 0.5730267490023332, 0, 0, 0]",img_1262.png,1
"[(0.3443708609271523, 0.45454545454545453), (0, 0), (0, 0), (0, 0)]","[0.21298864253689911, 0, 0, 0]","[(0.33774834437086093, 0.16083916083916083), (0.8278145695364238, 0.38461538461538464), (0, 0), (0, 0), (0, 0)]","[0.40118322108310156, 0.5097205400037692, 0, 0, 0]",img_174.png,1
"[(0.3443708609271523, 0.45454545454545453), (0, 0), (0, 0), (0, 0)]","[0.21298864253689911, 0, 0, 0]","[(0.33774834437086093, 0.16083916083916083), (0.8278145695364238, 0.38461538461538464), (0, 0), (0, 0), (0, 0)]","[0.40118322108310156, 0.5097205400037692, 0, 0, 0]",img_1584.png,1
"[(0.45263157894736844, 0.391025641025641), (0, 0), (0, 0), (0, 0)]","[0.2494616614315532, 0, 0, 0]","[(0.6052631578947368, 0.16666666666666666), (0.8789473684210526, 0.6153846153846154), (0, 0), (0, 0), (0, 0)]","[0.4232199156018956, 0.5587616433640649, 0, 0, 0]",img_1894.png,1
"[(0.36312849162011174, 0.43902439024390244), (0, 0), (0, 0), (0, 0)]","[0.2446987868985434, 0, 0, 0]","[(0.4022346368715084, 0.14634146341463414), (0.8659217877094972, 0.36585365853658536), (0, 0), (0, 0), (0, 0)]","[0.4316255623712155, 0.571135507881298, 0, 0, 0]",img_2234.png,1
"[(0.4512820512820513, 0.3987341772151899), (0, 0), (0, 0), (0, 0)]","[0.25165157992289605, 0, 0, 0]","[(0.5948717948717949, 0.17088607594936708), (0.8717948717948718, 0.5949367088607594), (0, 0), (0, 0), (0, 0)]","[0.42010847810118473, 0.5583341024396894, 0, 0, 0]",img_1070.png,1
"[(0.40588235294117647, 0.4161073825503356), (0, 0), (0, 0), (0, 0)]","[0.20983433823368064, 0, 0, 0]","[(0.5294117647058824, 0.18120805369127516), (0.8529411764705882, 0.6040268456375839), (0, 0), (0, 0), (0, 0)]","[0.3816704023646232, 0.5087443038667794, 0, 0, 0]",img_397.png,1
"[(0.3333333333333333, 0.45), (0, 0), (0, 0), (0, 0)]","[0.24542107440336683, 0, 0, 0]","[(0.2553191489361702, 0.17142857142857143), (0.7943262411347518, 0.22142857142857142), (0, 0), (0, 0), (0, 0)]","[0.43293409346278067, 0.5587266566145122, 0, 0, 0]",img_601.png,1
"[(0.49122807017543857, 0.40268456375838924), (0, 0), (0, 0), (0, 0)]","[0.2813487319628443, 0, 0, 0]","[(0.6900584795321637, 0.18120805369127516), (0.8947368421052632, 0.7181208053691275), (0, 0), (0, 0), (0, 0)]","[0.48764925530309133, 0.5453287641278307, 0, 0, 0]",img_2496.png,1
"[(0.3595505617977528, 0.43209876543209874), (0, 0), (0, 0), (0, 0)]","[0.20877881294760245, 0, 0, 0]","[(0.46629213483146065, 0.16049382716049382), (0.848314606741573, 0.5308641975308642), (0, 0), (0, 0), (0, 0)]","[0.40218468440520533, 0.5102525702067249, 0, 0, 0]",img_2207.png,1
"[(0.3956043956043956, 0.43037974683544306), (0, 0), (0, 0), (0, 0)]","[0.23223998007655328, 0, 0, 0]","[(0.47802197802197804, 0.15822784810126583), (0.8571428571428571, 0.45569620253164556), (0, 0), (0, 0), (0, 0)]","[0.4075659945817392, 0.5404228707389599, 0, 0, 0]",img_1650.png,1
"[(0.40625, 0.41818181818181815), (0, 0), (0, 0), (0, 0)]","[0.23939700706598555, 0, 0, 0]","[(0.5052083333333334, 0.15757575757575756), (0.8645833333333334, 0.4909090909090909), (0, 0), (0, 0), (0, 0)]","[0.41219455571469227, 0.5462149128453769, 0, 0, 0]",img_2161.png,1
"[(0.3352941176470588, 0.43478260869565216), (0, 0), (0, 0), (0, 0)]","[0.24269484171500477, 0, 0, 0]","[(0.3941176470588235, 0.14285714285714285), (0.8470588235294118, 0.42857142857142855), (0, 0), (0, 0), (0, 0)]","[0.443399922601255, 0.5333926898863491, 0, 0, 0]",img_290.png,1
"[(0.3584905660377358, 0.48366013071895425), (0, 0), (0, 0), (0, 0)]","[0.23329372078152802, 0, 0, 0]","[(0.3081761006289308, 0.17647058823529413), (0.8176100628930818, 0.24836601307189543), (0, 0), (0, 0), (0, 0)]","[0.4239928929834466, 0.5761929858581639, 0, 0, 0]",img_1268.png,1
"[(0.391304347826087, 0.4267515923566879), (0, 0), (0, 0), (0, 0)]","[0.22603019810907096, 0, 0, 0]","[(0.47282608695652173, 0.15286624203821655), (0.8532608695652174, 0.4585987261146497), (0, 0), (0, 0), (0, 0)]","[0.39940559202127923, 0.5395082384818566, 0, 0, 0]",img_1083.png,1
"[(0.4918918918918919, 0.425), (0, 0), (0, 0), (0, 0)]","[0.29382842641667145, 0, 0, 0]","[(0.5783783783783784, 0.15), (0.9459459459459459, 0.48125), (0, 0), (0, 0), (0, 0)]","[0.45989151866798944, 0.6045654415956563, 0, 0, 0]",img_1836.png,1
"[(0.4810810810810811, 0.38323353293413176), (0, 0), (0, 0), (0, 0)]","[0.26034323620470234, 0, 0, 0]","[(0.6378378378378379, 0.1497005988023952), (0.8702702702702703, 0.6946107784431138), (0, 0), (0, 0), (0, 0)]","[0.44136504615807476, 0.5351116363956174, 0, 0, 0]",img_1436.png,1
"[(0.4444444444444444, 0.44047619047619047), (0, 0), (0, 0), (0, 0)]","[0.25026375952473967, 0, 0, 0]","[(0.5238095238095238, 0.14285714285714285), (0.8677248677248677, 0.44047619047619047), (0, 0), (0, 0), (0, 0)]","[0.4268346490806457, 0.5457417669183836, 0, 0, 0]",img_2587.png,1
"[(0.47058823529411764, 0.3902439024390244), (0, 0), (0, 0), (0, 0)]","[0.24666202850882865, 0, 0, 0]","[(0.6417112299465241, 0.15853658536585366), (0.8663101604278075, 0.7195121951219512), (0, 0), (0, 0), (0, 0)]","[0.4304726660741279, 0.5480249690347374, 0, 0, 0]",img_1417.png,1
"[(0.4342857142857143, 0.39880952380952384), (0, 0), (0, 0), (0, 0)]","[0.25128600908711346, 0, 0, 0]","[(0.5257142857142857, 0.10119047619047619), (0.9542857142857143, 0.5178571428571429), (0, 0), (0, 0), (0, 0)]","[0.4505109524404369, 0.5707293211866367, 0, 0, 0]",img_2925.png,1
"[(0.36666666666666664, 0.42592592592592593), (0, 0), (0, 0), (0, 0)]","[0.21615410559867834, 0, 0, 0]","[(0.45555555555555555, 0.16049382716049382), (0.8333333333333334, 0.4506172839506173), (0, 0), (0, 0), (0, 0)]","[0.3974760079096451, 0.515035511724274, 0, 0, 0]",img_1787.png,1
"[(0.4639175257731959, 0.38857142857142857), (0, 0), (0, 0), (0, 0)]","[0.2678146816564716, 0, 0, 0]","[(0.6030927835051546, 0.13714285714285715), (0.9175257731958762, 0.6285714285714286), (0, 0), (0, 0), (0, 0)]","[0.4523726453269559, 0.5669333281551929, 0, 0, 0]",img_2895.png,1
"[(0.41, 0.345679012345679), (0, 0), (0, 0), (0, 0)]","[0.29691569106564625, 0, 0, 0]","[(0.48, 0.030864197530864196), (0.885, 0.38271604938271603), (0, 0), (0, 0), (0, 0)]","[0.48845434348930755, 0.6032763834122166, 0, 0, 0]",img_2929.png,1
"[(0.3597122302158273, 0.4330708661417323), (0, 0), (0, 0), (0, 0)]","[0.19593902508556316, 0, 0, 0]","[(0.37410071942446044, 0.18110236220472442), (0.7985611510791367, 0.4094488188976378), (0, 0), (0, 0), (0, 0)]","[0.3544200053572896, 0.46656926916987307, 0, 0, 0]",img_197.png,1
"[(0.44, 0.41954022988505746), (0, 0), (0, 0), (0, 0)]","[0.2595163564337424, 0, 0, 0]","[(0.535, 0.13218390804597702), (0.88, 0.4827586206896552), (0, 0), (0, 0), (0, 0)]","[0.4382593545855279, 0.5594082234610411, 0, 0, 0]",img_2690.png,1
"[(0.36363636363636365, 0.43023255813953487), (0, 0), (0, 0), (0, 0)]","[0.23469614780250667, 0, 0, 0]","[(0.4292929292929293, 0.12790697674418605), (0.8686868686868687, 0.45930232558139533), (0, 0), (0, 0), (0, 0)]","[0.4251567614322881, 0.5624876834404583, 0, 0, 0]",img_268.png,1
"[(0.38857142857142857, 0.453416149068323), (0, 0), (0, 0), (0, 0)]","[0.250913515078306, 0, 0, 0]","[(0.38857142857142857, 0.14906832298136646), (0.8571428571428571, 0.36024844720496896), (0, 0), (0, 0), (0, 0)]","[0.43028049094488674, 0.5660960646032462, 0, 0, 0]",img_1295.png,1
"[(0.36496350364963503, 0.46564885496183206), (0, 0), (0, 0), (0, 0)]","[0.2054774567905089, 0, 0, 0]","[(0.3357664233576642, 0.183206106870229), (0.8029197080291971, 0.37404580152671757), (0, 0), (0, 0), (0, 0)]","[0.38283516155653585, 0.48227704637197694, 0, 0, 0]",img_882.png,1
"[(0.3674698795180723, 0.45222929936305734), (0, 0), (0, 0), (0, 0)]","[0.24544504826390054, 0, 0, 0]","[(0.35542168674698793, 0.15286624203821655), (0.8433734939759037, 0.2802547770700637), (0, 0), (0, 0), (0, 0)]","[0.4322503221092024, 0.5754782140026559, 0, 0, 0]",img_1799.png,1
"[(0.3493150684931507, 0.4632352941176471), (0, 0), (0, 0), (0, 0)]","[0.21742166231183008, 0, 0, 0]","[(0.3219178082191781, 0.17647058823529413), (0.821917808219178, 0.35294117647058826), (0, 0), (0, 0), (0, 0)]","[0.3980826649052441, 0.5174538286499455, 0, 0, 0]",img_715.png,1
"[(0.3575418994413408, 0.43558282208588955), (0, 0), (0, 0), (0, 0)]","[0.24635198835581928, 0, 0, 0]","[(0.4022346368715084, 0.1411042944785276), (0.8659217877094972, 0.3619631901840491), (0, 0), (0, 0), (0, 0)]","[0.4366153888515022, 0.5745260578021418, 0, 0, 0]",img_2243.png,1
"[(0.33440514469453375, 0.3970037453183521), (0, 0), (0, 0), (0, 0)]","[0.28426169985616906, 0, 0, 0]","[(0.4437299035369775, 0.0749063670411985), (0.9356913183279743, 0.40074906367041196), (0, 0), (0, 0), (0, 0)]","[0.5037801276340584, 0.6727585091739623, 0, 0, 0]",img_2328.png,1
"[(0.3615819209039548, 0.43478260869565216), (0, 0), (0, 0), (0, 0)]","[0.239066598310905, 0, 0, 0]","[(0.4124293785310734, 0.14906832298136646), (0.864406779661017, 0.37267080745341613), (0, 0), (0, 0), (0, 0)]","[0.4244287195646242, 0.5648356409700468, 0, 0, 0]",img_2092.png,1
"[(0.3894736842105263, 0.43209876543209874), (0, 0), (0, 0), (0, 0)]","[0.26078679479959344, 0, 0, 0]","[(0.45789473684210524, 0.14814814814814814), (0.8631578947368421, 0.41358024691358025), (0, 0), (0, 0), (0, 0)]","[0.4402769971395152, 0.574225581637079, 0, 0, 0]",img_1172.png,1
"[(0.34459459459459457, 0.463768115942029), (0, 0), (0, 0), (0, 0)]","[0.22127932662743974, 0, 0, 0]","[(0.3310810810810811, 0.17391304347826086), (0.8040540540540541, 0.35507246376811596), (0, 0), (0, 0), (0, 0)]","[0.40801891786430294, 0.5071530923303845, 0, 0, 0]",img_538.png,1
"[(0.34459459459459457, 0.463768115942029), (0, 0), (0, 0), (0, 0)]","[0.22127932662743974, 0, 0, 0]","[(0.3310810810810811, 0.17391304347826086), (0.8040540540540541, 0.35507246376811596), (0, 0), (0, 0), (0, 0)]","[0.40801891786430294, 0.5071530923303845, 0, 0, 0]",img_1029.png,1
"[(0.34355828220858897, 0.4551282051282051), (0, 0), (0, 0), (0, 0)]","[0.24796589237941238, 0, 0, 0]","[(0.32515337423312884, 0.15384615384615385), (0.8588957055214724, 0.26282051282051283), (0, 0), (0, 0), (0, 0)]","[0.44330907376084194, 0.594807773319793, 0, 0, 0]",img_1818.png,1
"[(0.43243243243243246, 0.3870967741935484), (0, 0), (0, 0), (0, 0)]","[0.23162052730603974, 0, 0, 0]","[(0.5891891891891892, 0.16129032258064516), (0.8756756756756757, 0.6193548387096774), (0, 0), (0, 0), (0, 0)]","[0.41102823018447737, 0.5488184733937055, 0, 0, 0]",img_1055.png,1
"[(0.4293193717277487, 0.39751552795031053), (0, 0), (0, 0), (0, 0)]","[0.2403217825099199, 0, 0, 0]","[(0.5654450261780105, 0.16149068322981366), (0.8795811518324608, 0.5590062111801242), (0, 0), (0, 0), (0, 0)]","[0.4142427599809807, 0.5526652949475656, 0, 0, 0]",img_1883.png,1
"[(0.3357142857142857, 0.4609375), (0, 0), (0, 0), (0, 0)]","[0.18897173253125674, 0, 0, 0]","[(0.32142857142857145, 0.203125), (0.8071428571428572, 0.34375), (0, 0), (0, 0), (0, 0)]","[0.3536319842122491, 0.49181834283372367, 0, 0, 0]",img_211.png,1
"[(0.4536082474226804, 0.4), (0, 0), (0, 0), (0, 0)]","[0.2544126355106413, 0, 0, 0]","[(0.5824742268041238, 0.1625), (0.8814432989690721, 0.575), (0, 0), (0, 0), (0, 0)]","[0.41923062526622595, 0.5607223141343856, 0, 0, 0]",img_1937.png,1
"[(0.375, 0.4339622641509434), (0, 0), (0, 0), (0, 0)]","[0.23644059327811248, 0, 0, 0]","[(0.42045454545454547, 0.14465408805031446), (0.8579545454545454, 0.37735849056603776), (0, 0), (0, 0), (0, 0)]","[0.4185854168238918, 0.5552631693120682, 0, 0, 0]",img_1791.png,1
"[(0.3629032258064516, 0.46923076923076923), (0, 0), (0, 0), (0, 0)]","[0.21772377815519542, 0, 0, 0]","[(0.7580645161290323, 0.18461538461538463), (0.21774193548387097, 0.2153846153846154), (0, 0), (0, 0), (0, 0)]","[0.5125757699506611, 0.4093724737727376, 0, 0, 0]",img_893.png,1
"[(0.3629032258064516, 0.46923076923076923), (0, 0), (0, 0), (0, 0)]","[0.21772377815519542, 0, 0, 0]","[(0.7580645161290323, 0.18461538461538463), (0.21774193548387097, 0.2153846153846154), (0, 0), (0, 0), (0, 0)]","[0.5125757699506611, 0.4093724737727376, 0, 0, 0]",img_188.png,1
"[(0.3933333333333333, 0.44029850746268656), (0, 0), (0, 0), (0, 0)]","[0.2147078621909608, 0, 0, 0]","[(0.43333333333333335, 0.17164179104477612), (0.84, 0.4925373134328358), (0, 0), (0, 0), (0, 0)]","[0.38023259224331835, 0.49320576641049685, 0, 0, 0]",img_789.png,1
"[(0.3614457831325301, 0.42483660130718953), (0, 0), (0, 0), (0, 0)]","[0.2109994064778238, 0, 0, 0]","[(0.4397590361445783, 0.1568627450980392), (0.8734939759036144, 0.43137254901960786), (0, 0), (0, 0), (0, 0)]","[0.3945324349716734, 0.5337799398931327, 0, 0, 0]",img_1005.png,1
"[(0.3945945945945946, 0.43209876543209874), (0, 0), (0, 0), (0, 0)]","[0.2306888619751191, 0, 0, 0]","[(0.4702702702702703, 0.14814814814814814), (0.8702702702702703, 0.4506172839506173), (0, 0), (0, 0), (0, 0)]","[0.409458367106059, 0.5503776371743577, 0, 0, 0]",img_1159.png,1
"[(0.3467741935483871, 0.46511627906976744), (0, 0), (0, 0), (0, 0)]","[0.21910213816148494, 0, 0, 0]","[(0.7741935483870968, 0.1937984496124031), (0.20967741935483872, 0.20930232558139536), (0, 0), (0, 0), (0, 0)]","[0.5220263195253332, 0.4088917081845534, 0, 0, 0]",img_888.png,1
"[(0.3467741935483871, 0.46511627906976744), (0, 0), (0, 0), (0, 0)]","[0.21910213816148494, 0, 0, 0]","[(0.7741935483870968, 0.1937984496124031), (0.20967741935483872, 0.20930232558139536), (0, 0), (0, 0), (0, 0)]","[0.5220263195253332, 0.4088917081845534, 0, 0, 0]",img_623.png,1
"[(0.3691275167785235, 0.4444444444444444), (0, 0), (0, 0), (0, 0)]","[0.19422473430289441, 0, 0, 0]","[(0.4228187919463087, 0.18518518518518517), (0.8322147651006712, 0.4666666666666667), (0, 0), (0, 0), (0, 0)]","[0.3625604182671877, 0.48642075932077994, 0, 0, 0]",img_007.png,1
"[(0.36904761904761907, 0.445859872611465), (0, 0), (0, 0), (0, 0)]","[0.24369568959804522, 0, 0, 0]","[(0.3630952380952381, 0.1464968152866242), (0.8511904761904762, 0.3184713375796178), (0, 0), (0, 0), (0, 0)]","[0.42632884482009087, 0.5691127477842851, 0, 0, 0]",img_1569.png,1
"[(0.38823529411764707, 0.45222929936305734), (0, 0), (0, 0), (0, 0)]","[0.252422944666817, 0, 0, 0]","[(0.3764705882352941, 0.1592356687898089), (0.8294117647058824, 0.31210191082802546), (0, 0), (0, 0), (0, 0)]","[0.42384967404887647, 0.5625292429647202, 0, 0, 0]",img_1686.png,1
"[(0.39572192513368987, 0.4233128834355828), (0, 0), (0, 0), (0, 0)]","[0.23970905480025603, 0, 0, 0]","[(0.46524064171123, 0.1411042944785276), (0.8716577540106952, 0.44171779141104295), (0, 0), (0, 0), (0, 0)]","[0.41591170621792467, 0.5565023115056849, 0, 0, 0]",img_2146.png,1
"[(0.4, 0.42424242424242425), (0, 0), (0, 0), (0, 0)]","[0.25022690058534786, 0, 0, 0]","[(0.4631578947368421, 0.14545454545454545), (0.868421052631579, 0.43636363636363634), (0, 0), (0, 0), (0, 0)]","[0.42214648986162034, 0.5606662327587266, 0, 0, 0]",img_2127.png,1
"[(0.35251798561151076, 0.45038167938931295), (0, 0), (0, 0), (0, 0)]","[0.18510395024781787, 0, 0, 0]","[(0.3597122302158273, 0.17557251908396945), (0.8201438848920863, 0.40458015267175573), (0, 0), (0, 0), (0, 0)]","[0.36321904426770285, 0.47099408243563, 0, 0, 0]",img_105.png,1
"[(0.35251798561151076, 0.45038167938931295), (0, 0), (0, 0), (0, 0)]","[0.18510395024781787, 0, 0, 0]","[(0.3597122302158273, 0.17557251908396945), (0.8201438848920863, 0.40458015267175573), (0, 0), (0, 0), (0, 0)]","[0.36321904426770285, 0.47099408243563, 0, 0, 0]",img_515.png,1
"[(0.4205128205128205, 0.42011834319526625), (0, 0), (0, 0), (0, 0)]","[0.2542404614470453, 0, 0, 0]","[(0.5076923076923077, 0.13609467455621302), (0.8769230769230769, 0.4556213017751479), (0, 0), (0, 0), (0, 0)]","[0.4333615588757967, 0.5620829868567252, 0, 0, 0]",img_2768.png,1
"[(0.36464088397790057, 0.42592592592592593), (0, 0), (0, 0), (0, 0)]","[0.21549186214084293, 0, 0, 0]","[(0.4419889502762431, 0.14814814814814814), (0.8342541436464088, 0.4444444444444444), (0, 0), (0, 0), (0, 0)]","[0.3989011259647021, 0.5185484227534655, 0, 0, 0]",img_1833.png,1
"[(0.3783783783783784, 0.2805755395683453), (0, 0), (0, 0), (0, 0)]","[0.31523404344658923, 0, 0, 0]","[(0.44324324324324327, 0.014388489208633094), (0.8540540540540541, 0.19424460431654678), (0, 0), (0, 0), (0, 0)]","[0.4794355425629216, 0.6367902413876472, 0, 0, 0]",img_2093.png,1
"[(0.42780748663101603, 0.41875), (0, 0), (0, 0), (0, 0)]","[0.2412085778635751, 0, 0, 0]","[(0.5294117647058824, 0.15625), (0.8609625668449198, 0.49375), (0, 0), (0, 0), (0, 0)]","[0.4111129430831386, 0.5384550069554058, 0, 0, 0]",img_1784.png,1
"[(0.5389221556886228, 0.0847457627118644), (0, 0), (0, 0), (0, 0)]","[0.3697348995125259, 0, 0, 0]","[(0.6347305389221557, 0.01694915254237288), (0.8323353293413174, 0.6440677966101694), (0, 0), (0, 0), (0, 0)]","[0.45593632526961086, 0.5419524718681932, 0, 0, 0]",img_1200.png,1
"[(0.483695652173913, 0.37575757575757573), (0, 0), (0, 0), (0, 0)]","[0.26087769162462665, 0, 0, 0]","[(0.6467391304347826, 0.15151515151515152), (0.8695652173913043, 0.703030303030303), (0, 0), (0, 0), (0, 0)]","[0.44120239169006276, 0.538068024021273, 0, 0, 0]",img_1438.png,1
"[(0.4012345679012346, 0.47058823529411764), (0, 0), (0, 0), (0, 0)]","[0.24881650466109123, 0, 0, 0]","[(0.3395061728395062, 0.1568627450980392), (0.845679012345679, 0.27450980392156865), (0, 0), (0, 0), (0, 0)]","[0.42351480688882565, 0.5812960185002146, 0, 0, 0]",img_1264.png,1
"[(0.4012345679012346, 0.47058823529411764), (0, 0), (0, 0), (0, 0)]","[0.24881650466109123, 0, 0, 0]","[(0.3395061728395062, 0.1568627450980392), (0.845679012345679, 0.27450980392156865), (0, 0), (0, 0), (0, 0)]","[0.42351480688882565, 0.5812960185002146, 0, 0, 0]",img_1509.png,1
"[(0.4032258064516129, 0.4226190476190476), (0, 0), (0, 0), (0, 0)]","[0.2567459781454336, 0, 0, 0]","[(0.43548387096774194, 0.125), (0.8763440860215054, 0.36904761904761907), (0, 0), (0, 0), (0, 0)]","[0.4337152090041229, 0.5742262210530985, 0, 0, 0]",img_2784.png,1
"[(0.45098039215686275, 0.39644970414201186), (0, 0), (0, 0), (0, 0)]","[0.26000095363087894, 0, 0, 0]","[(0.6078431372549019, 0.15384615384615385), (0.8823529411764706, 0.5680473372781065), (0, 0), (0, 0), (0, 0)]","[0.4446828647717186, 0.5662438661349193, 0, 0, 0]",img_1518.png,1
